city,year,sport,discipline,event,athlete,gender,country_code,country,event_gender,medal,decade,continent,repeat_medalist,sport_group
Athens,2004,Volleyball,Volleyball,Volleyball,"Barros Fernandez, Zoila",Women,Cub,Cuba,W,Bronze,2000,North America,No,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Ushakov, Konstantin",Men,Rus,Russia,M,Bronze,2000,Europe,Yes,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Ortiz Charro, Yaima",Women,Cub,Cuba,W,Bronze,2000,North America,No,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Cozzi, Paolo",Men,Ita,Italy,M,Silver,2000,Europe,No,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Zhang, Na",Women,Chn,China,W,Gold,2000,Asia,Yes,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Liu, Yanan",Women,Chn,China,W,Gold,2000,Asia,Yes,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Safronova, Natalia",Women,Rus,Russia,W,Silver,2000,Europe,No,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Gavio, Giovane",Men,Bra,Brazil,M,Gold,2000,South America,Yes,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Baranov, Sergey",Men,Rus,Russia,M,Bronze,2000,Europe,No,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Song, Nina",Women,Chn,China,W,Gold,2000,Asia,No,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Chukanova, Olga",Women,Rus,Russia,W,Silver,2000,Europe,No,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Yang, Hao",Women,Chn,China,W,Gold,2000,Asia,Yes,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Munoz Carrazana, Aniara",Women,Cub,Cuba,W,Bronze,2000,North America,No,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Calderon, Rosir",Women,Cub,Cuba,W,Bronze,2000,North America,No,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Chen, Jing",Women,Chn,China,W,Gold,2000,Asia,Yes,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Egorchev, Andrey",Men,Rus,Russia,M,Bronze,2000,Europe,No,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Sartoretti, Andrea",Men,Ita,Italy,M,Silver,2000,Europe,Yes,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Verbov, Alexey",Men,Rus,Russia,M,Bronze,2000,Europe,Yes,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Fernandez, Ana Ibis",Women,Cub,Cuba,W,Bronze,2000,North America,Yes,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Nascimento, Andre",Men,Bra,Brazil,M,Gold,2000,South America,Yes,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Gamova, Ekaterina",Women,Rus,Russia,W,Silver,2000,Europe,Yes,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Li, Shan",Women,Chn,China,W,Gold,2000,Asia,No,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Khamuttskikh, Vadim",Men,Rus,Russia,M,Bronze,2000,Europe,Yes,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Ruiz Luaces, Yumilka",Women,Cub,Cuba,W,Bronze,2000,North America,No,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Pippi, Damiano",Men,Ita,Italy,M,Silver,2000,Europe,No,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Kuleshov, Alexey",Men,Rus,Russia,M,Bronze,2000,Europe,Yes,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Feng, Kun",Women,Chn,China,W,Gold,2000,Asia,Yes,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Chachkova, Lioubov",Women,Rus,Russia,W,Silver,2000,Europe,Yes,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Plotnikova, Elena",Women,Rus,Russia,W,Silver,2000,Europe,No,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Nikolaeva, Olga",Women,Rus,Russia,W,Silver,2000,Europe,No,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Fei, Alessandro",Men,Ita,Italy,M,Silver,2000,Europe,Yes,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Dineykin, Stanislav",Men,Rus,Russia,M,Bronze,2000,Europe,No,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Amaral, Dante",Men,Bra,Brazil,M,Gold,2000,South America,Yes,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Ramirez Echevarria, Daimi",Women,Cub,Cuba,W,Bronze,2000,North America,No,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Abramov, Pavel",Men,Rus,Russia,M,Bronze,2000,Europe,No,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Kosarev, Alexander",Men,Rus,Russia,M,Bronze,2000,Europe,Yes,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Garcia, Ricardo",Men,Bra,Brazil,M,Gold,2000,South America,No,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Zhou, Suhong",Women,Chn,China,W,Gold,2000,Asia,Yes,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Korukovets, Alexandra",Women,Rus,Russia,W,Silver,2000,Europe,No,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Tofoli, Paolo",Men,Ita,Italy,M,Silver,2000,Europe,Yes,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Lima, Mauricio",Men,Bra,Brazil,M,Gold,2000,South America,Yes,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Cisolla, Alberto",Men,Ita,Italy,M,Silver,2000,Europe,No,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Zhang, Yuehong",Women,Chn,China,W,Gold,2000,Asia,No,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Martinez Adlun, Maybelis",Women,Cub,Cuba,W,Bronze,2000,North America,No,Ball Sports
Athens,2004,Volleyball,Volleyball,Volleyball,"Heller, Andre",Men,Bra,Brazil,M,Gold,2000,South America,Yes,Ball Sports
Athens,2004,Weightlifting,Weightlifting,53Kg,"Mosquera, Mabel",Women,Col,Colombia,W,Bronze,2000,South America,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,105Kg,"Berestov, Dmitry",Men,Rus,Russia,M,Gold,2000,Europe,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,+ 75Kg,"Tang, Gonghong",Women,Chn,China,W,Gold,2000,Asia,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,58Kg,"Kameaim, Wandee",Women,Tha,Thailand,W,Bronze,2000,Asia,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,69Kg,"Pechalov, Nikolay",Men,Cro,Croatia,M,Bronze,2000,Europe,Yes,Other Sports
Athens,2004,Weightlifting,Weightlifting,62Kg,"Shi, Zhiyong",Men,Chn,China,M,Gold,2000,Asia,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,53Kg,"Rumbewas, Raema Lisa",Women,Ina,Indonesia,W,Silver,2000,Asia,Yes,Other Sports
Athens,2004,Weightlifting,Weightlifting,105Kg,"Razoronov, Igor",Men,Ukr,Ukraine,M,Silver,2000,Europe,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,94Kg,"Tjukin, Eduard",Men,Rus,Russia,M,Bronze,2000,Europe,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,+ 105Kg,"Reza Zadeh, Hossein",Men,Iri,Iran,M,Gold,2000,Asia,Yes,Other Sports
Athens,2004,Weightlifting,Weightlifting,69Kg,"Lee, Bae Young",Men,Kor,"Korea, South",M,Silver,2000,Asia,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,48Kg,"Wiratthaworn, Aree",Women,Tha,Thailand,W,Bronze,2000,Asia,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,105Kg,"Pisarevskiy, Gleb",Men,Rus,Russia,M,Bronze,2000,Europe,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,94Kg,"Akkaev, Khadzhimurat",Men,Rus,Russia,M,Silver,2000,Europe,Yes,Other Sports
Athens,2004,Weightlifting,Weightlifting,85Kg,"Asanidze, George",Men,Geo,Georgia,M,Gold,2000,Europe,Yes,Other Sports
Athens,2004,Weightlifting,Weightlifting,63Kg,"Skakun, Nataliya",Women,Ukr,Ukraine,W,Gold,2000,Europe,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,63Kg,"Stukalava, Tatsiana",Women,Blr,Belarus,W,Bronze,2000,Europe,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,+ 105Kg,"Scerbatihs, Viktors",Men,Lat,Latvia,M,Silver,2000,Europe,Yes,Other Sports
Athens,2004,Weightlifting,Weightlifting,77Kg,"Filimonov, Sergey",Men,Kaz,Kazakhstan,M,Silver,2000,Asia,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,75Kg,"Thongsuk, Pawina",Women,Tha,Thailand,W,Gold,2000,Asia,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,+ 75Kg,"Wrobel, Agata",Women,Pol,Poland,W,Bronze,2000,Europe,Yes,Other Sports
Athens,2004,Weightlifting,Weightlifting,53Kg,"Polsak, Udomporn",Women,Tha,Thailand,W,Gold,2000,Asia,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,69Kg,"Zhang, Guozheng",Men,Chn,China,M,Gold,2000,Asia,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,85Kg,"Dimas, Pyrros",Men,Gre,Greece,M,Bronze,2000,Europe,Yes,Other Sports
Athens,2004,Weightlifting,Weightlifting,69Kg,"Krutzler, Eszter",Women,Hun,Hungary,W,Silver,2000,Europe,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,69Kg,"Kasaeva, Zarema",Women,Rus,Russia,W,Bronze,2000,Europe,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,85Kg,"Rybakou, Andrei",Men,Blr,Belarus,M,Silver,2000,Europe,Yes,Other Sports
Athens,2004,Weightlifting,Weightlifting,58Kg,"Ri, Song Hui",Women,Prk,"Korea, North",W,Silver,2000,Asia,Yes,Other Sports
Athens,2004,Weightlifting,Weightlifting,48Kg,"Taylan, Nurcan",Women,Tur,Turkey,W,Gold,2000,Asia,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,75Kg,"Popova, Valentina",Women,Rus,Russia,W,Bronze,2000,Europe,Yes,Other Sports
Athens,2004,Weightlifting,Weightlifting,75Kg,"Zabolotnaia, Natalia",Women,Rus,Russia,W,Silver,2000,Europe,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,+ 75Kg,"Jang, Mi Ran",Women,Kor,"Korea, South",W,Silver,2000,Asia,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,"- 56Kg, Total (Bantamweight)","Artuc, Sedat",Men,Tur,Turkey,M,Bronze,2000,Asia,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,"- 56Kg, Total (Bantamweight)","Wu, Meijin",Men,Chn,China,M,Silver,2000,Asia,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,69Kg,"Liu, Chunhong",Women,Chn,China,W,Gold,2000,Asia,Yes,Other Sports
Athens,2004,Weightlifting,Weightlifting,77Kg,"Sagir, Taner",Men,Tur,Turkey,M,Gold,2000,Asia,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,63Kg,"Batsiushka, Hanna",Women,Blr,Belarus,W,Silver,2000,Europe,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,94Kg,"Dobrev, Milen",Men,Bul,Bulgaria,M,Gold,2000,Europe,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,62Kg,"Le, Maosheng",Men,Chn,China,M,Silver,2000,Asia,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,77Kg,"Perepetchenov, Oleg",Men,Rus,Russia,M,Bronze,2000,Europe,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,58Kg,"Chen, Yanqing",Women,Chn,China,W,Gold,2000,Asia,Yes,Other Sports
Athens,2004,Weightlifting,Weightlifting,+ 105Kg,"Cholakov, Velichko",Men,Bul,Bulgaria,M,Bronze,2000,Europe,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,62Kg,"Rubio, Israel Jose",Men,Ven,Venezuela,M,Bronze,2000,South America,No,Other Sports
Athens,2004,Weightlifting,Weightlifting,"- 56Kg, Total (Bantamweight)","Mutlu, Halil",Men,Tur,Turkey,M,Gold,2000,Asia,Yes,Other Sports
Athens,2004,Weightlifting,Weightlifting,48Kg,"Li, Zhuo",Women,Chn,China,W,Silver,2000,Asia,No,Other Sports
Athens,2004,Wrestling,Wrestling Free.,60 - 66Kg,"Kelly, Jamill",Men,Usa,United States,M,Silver,2000,North America,No,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,48 - 55Kg,"Gomis, Anna",Women,Fra,France,W,Bronze,2000,Europe,No,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,96 - 120Kg,"Rezaei, Alireza",Men,Iri,Iran,M,Silver,2000,Asia,No,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,- 55Kg,"Batirov, Mavlet",Men,Rus,Russia,M,Gold,2000,Europe,Yes,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,- 48Kg,"Merleni, Irini",Women,Ukr,Ukraine,W,Gold,2000,Europe,Yes,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,55 - 60Kg,"Inoue, Kenji",Men,Jpn,Japan,M,Bronze,2000,Asia,No,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,63 - 72Kg,"Maniourova, Gouzel",Women,Rus,Russia,W,Silver,2000,Europe,No,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,55 - 63Kg,"Icho, Kaori",Women,Jpn,Japan,W,Gold,2000,Asia,Yes,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,55 - 63Kg,"Mcmann, Sara",Women,Usa,United States,W,Silver,2000,North America,No,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,48 - 55Kg,"Verbeek, Tonya",Women,Can,Canada,W,Silver,2000,North America,Yes,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,- 48Kg,"Miranda, Patricia",Women,Usa,United States,W,Bronze,2000,North America,No,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,63 - 72Kg,"Hamaguchi, Kyoko",Women,Jpn,Japan,W,Bronze,2000,Asia,Yes,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,55 - 60Kg,"Quintana, Yandro Miguel",Men,Cub,Cuba,M,Gold,2000,North America,No,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,48 - 55Kg,"Yoshida, Saori",Women,Jpn,Japan,W,Gold,2000,Asia,Yes,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,74 - 84Kg,"Moon, Eui Jae",Men,Kor,"Korea, South",M,Silver,2000,Asia,Yes,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,55 - 63Kg,"Legrand, Lise",Women,Fra,France,W,Bronze,2000,Europe,No,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,84 - 96Kg,"Ibragimov, Magomed",Men,Uzb,Uzbekistan,M,Silver,2000,Asia,No,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,74 - 84Kg,"Sanderson, Cael",Men,Usa,United States,M,Gold,2000,North America,No,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,63 - 72Kg,"Wang, Xu",Women,Chn,China,W,Gold,2000,Asia,No,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,60 - 66Kg,"Tedeyev, Elbrus",Men,Ukr,Ukraine,M,Gold,2000,Europe,Yes,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,66 - 74Kg,"Laliyev, Gennadiy",Men,Kaz,Kazakhstan,M,Silver,2000,Asia,No,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,74 - 84Kg,"Sazhidov, Sazhid",Men,Rus,Russia,M,Bronze,2000,Europe,No,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,- 55Kg,"Abas, Stephen",Men,Usa,United States,M,Silver,2000,North America,No,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,55 - 60Kg,"Jokar, Masuod",Men,Iri,Iran,M,Silver,2000,Asia,No,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,66 - 74Kg,"Fundora, Ivan",Men,Cub,Cuba,M,Bronze,2000,North America,No,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,84 - 96Kg,"Gatsalov, Khadjimourat",Men,Rus,Russia,M,Gold,2000,Europe,No,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,84 - 96Kg,"Heidari, Alireza",Men,Iri,Iran,M,Bronze,2000,Asia,No,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,60 - 66Kg,"Murtazaliev, Makhach",Men,Rus,Russia,M,Bronze,2000,Europe,No,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,96 - 120Kg,"Taymazov, Artur",Men,Uzb,Uzbekistan,M,Gold,2000,Asia,Yes,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,- 48Kg,"Icho, Chiharu",Women,Jpn,Japan,W,Silver,2000,Asia,Yes,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,- 55Kg,"Tanabe, Chikara",Men,Jpn,Japan,M,Bronze,2000,Asia,No,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,66 - 74Kg,"Saytiev, Buvaysa",Men,Rus,Russia,M,Gold,2000,Europe,Yes,Combat Sports
Athens,2004,Wrestling,Wrestling Free.,96 - 120Kg,"Polatci, Aydin",Men,Tur,Turkey,M,Bronze,2000,Asia,No,Combat Sports
Athens,2004,Wrestling,Wrestling Gre-R,55 - 60Kg,"Monzon, Roberto",Men,Cub,Cuba,M,Silver,2000,North America,No,Combat Sports
Athens,2004,Wrestling,Wrestling Gre-R,55 - 60Kg,"Jung, Ji-Hyun",Men,Kor,"Korea, South",M,Gold,2000,Asia,No,Combat Sports
Athens,2004,Wrestling,Wrestling Gre-R,74 - 84Kg,"Michine, Alexei",Men,Rus,Russia,M,Gold,2000,Europe,No,Combat Sports
Athens,2004,Wrestling,Wrestling Gre-R,96 - 120Kg,"Tsurtsumia, Georgiy",Men,Kaz,Kazakhstan,M,Silver,2000,Asia,No,Combat Sports
Athens,2004,Wrestling,Wrestling Gre-R,60 - 66Kg,"Mansurov, Farid",Men,Aze,Azerbaijan,M,Gold,2000,Europe,No,Combat Sports
Athens,2004,Wrestling,Wrestling Gre-R,74 - 84Kg,"Makaranka, Viachaslau",Men,Blr,Belarus,M,Bronze,2000,Europe,No,Combat Sports
Athens,2004,Wrestling,Wrestling Gre-R,60 - 66Kg,"Manukyan, Mkkhitar",Men,Kaz,Kazakhstan,M,Bronze,2000,Asia,No,Combat Sports
Athens,2004,Wrestling,Wrestling Gre-R,84 - 96Kg,"Ozal, Mehmet",Men,Tur,Turkey,M,Bronze,2000,Asia,No,Combat Sports
Athens,2004,Wrestling,Wrestling Gre-R,- 55Kg,"Kiouregkian, Artiom",Men,Gre,Greece,M,Bronze,2000,Europe,No,Combat Sports
Athens,2004,Wrestling,Wrestling Gre-R,55 - 60Kg,"Nazarian, Armen",Men,Bul,Bulgaria,M,Bronze,2000,Europe,Yes,Combat Sports
Athens,2004,Wrestling,Wrestling Gre-R,66 - 74Kg,"Dokturishivili, Alexandr",Men,Uzb,Uzbekistan,M,Gold,2000,Asia,No,Combat Sports
Athens,2004,Wrestling,Wrestling Gre-R,96 - 120Kg,"Gardner, Rulon",Men,Usa,United States,M,Bronze,2000,North America,Yes,Combat Sports
Athens,2004,Wrestling,Wrestling Gre-R,84 - 96Kg,"Gaber Ibrahim, Karam",Men,Egy,Egypt,M,Gold,2000,Africa,No,Combat Sports
Athens,2004,Wrestling,Wrestling Gre-R,60 - 66Kg,"Eroglu, Seref",Men,Tur,Turkey,M,Silver,2000,Asia,No,Combat Sports
Athens,2004,Wrestling,Wrestling Gre-R,84 - 96Kg,"Nozadze, Ramaz",Men,Geo,Georgia,M,Silver,2000,Europe,No,Combat Sports
Athens,2004,Wrestling,Wrestling Gre-R,- 55Kg,"Mamedaliev, Gueidar",Men,Rus,Russia,M,Silver,2000,Europe,No,Combat Sports
Athens,2004,Wrestling,Wrestling Gre-R,96 - 120Kg,"Baroev, Khasan",Men,Rus,Russia,M,Gold,2000,Europe,Yes,Combat Sports
Athens,2004,Wrestling,Wrestling Gre-R,- 55Kg,"Majoros, Istvan",Men,Hun,Hungary,M,Gold,2000,Europe,No,Combat Sports
Athens,2004,Wrestling,Wrestling Gre-R,74 - 84Kg,"Abrahamian, Ara",Men,Swe,Sweden,M,Silver,2000,Europe,No,Combat Sports
Athens,2004,Wrestling,Wrestling Gre-R,66 - 74Kg,"Samurgashev, Varteres",Men,Rus,Russia,M,Bronze,2000,Europe,Yes,Combat Sports
Athens,2004,Wrestling,Wrestling Gre-R,66 - 74Kg,"Yli-Hannuksela, Marko",Men,Fin,Finland,M,Silver,2000,Europe,Yes,Combat Sports
Beijing,2008,Aquatics,Diving,3M Springboard,"Qin, Kai",Men,Chn,China,M,Bronze,2000,Asia,Yes,Water Sports
Beijing,2008,Aquatics,Diving,Synchronized Diving 10M Platform,"Lin, Yue",Men,Chn,China,M,Gold,2000,Asia,No,Water Sports
Beijing,2008,Aquatics,Diving,Synchronized Diving 10M Platform,"Wu, Melissa",Women,Aus,Australia,W,Silver,2000,Oceania,No,Water Sports
Beijing,2008,Aquatics,Diving,Synchronized Diving 10M Platform,"Dobroskok, Dmitriy",Men,Rus,Russia,M,Bronze,2000,Europe,No,Water Sports
Beijing,2008,Aquatics,Diving,Synchronized Diving 3M Springboard,"Guo, Jingjing",Women,Chn,China,W,Gold,2000,Asia,Yes,Water Sports
Beijing,2008,Aquatics,Diving,Synchronized Diving 10M Platform,"Huo, Liang",Men,Chn,China,M,Gold,2000,Asia,No,Water Sports
Beijing,2008,Aquatics,Diving,Synchronized Diving 3M Springboard,"Pozdnyakova, Anastasia",Women,Rus,Russia,W,Silver,2000,Europe,No,Water Sports
Beijing,2008,Aquatics,Diving,Synchronized Diving 3M Springboard,"Prygorov, Oleksiy",Men,Ukr,Ukraine,M,Bronze,2000,Europe,No,Water Sports
Beijing,2008,Aquatics,Diving,Synchronized Diving 3M Springboard,"Sautin, Dmitry",Men,Rus,Russia,M,Silver,2000,Europe,Yes,Water Sports
Beijing,2008,Aquatics,Diving,Synchronized Diving 3M Springboard,"Kotzian, Ditte",Women,Ger,Germany,W,Bronze,2000,Europe,No,Water Sports
Beijing,2008,Aquatics,Diving,Synchronized Diving 10M Platform,"Wang, Xin",Women,Chn,China,W,Gold,2000,Asia,Yes,Water Sports
Beijing,2008,Aquatics,Diving,Synchronized Diving 3M Springboard,"Kunakov, Yuriy",Men,Rus,Russia,M,Silver,2000,Europe,No,Water Sports
Beijing,2008,Aquatics,Diving,Synchronized Diving 3M Springboard,"Qin, Kai",Men,Chn,China,M,Gold,2000,Asia,Yes,Water Sports
Beijing,2008,Aquatics,Diving,10M Platform,"Zhou, Luxin",Men,Chn,China,M,Silver,2000,Asia,No,Water Sports
Beijing,2008,Aquatics,Diving,Synchronized Diving 10M Platform,"Hausding, Patrick",Men,Ger,Germany,M,Silver,2000,Europe,No,Water Sports
Beijing,2008,Aquatics,Diving,Synchronized Diving 3M Springboard,"Kvasha, Illya",Men,Ukr,Ukraine,M,Bronze,2000,Europe,No,Water Sports
Beijing,2008,Aquatics,Diving,10M Platform,"Wang, Xin",Women,Chn,China,W,Bronze,2000,Asia,Yes,Water Sports
Beijing,2008,Aquatics,Diving,10M Platform,"Chen, Ruolin",Women,Chn,China,W,Gold,2000,Asia,Yes,Water Sports
Beijing,2008,Aquatics,Diving,Synchronized Diving 3M Springboard,"Wang, Feng",Men,Chn,China,M,Gold,2000,Asia,No,Water Sports
Beijing,2008,Aquatics,Diving,3M Springboard,"He, Chong",Men,Chn,China,M,Gold,2000,Asia,No,Water Sports
Beijing,2008,Aquatics,Diving,Synchronized Diving 3M Springboard,"Wu, Minxia",Women,Chn,China,W,Gold,2000,Asia,Yes,Water Sports
Beijing,2008,Aquatics,Diving,10M Platform,"Mitcham, Matthew",Men,Aus,Australia,M,Gold,2000,Oceania,No,Water Sports
Beijing,2008,Aquatics,Diving,3M Springboard,"Despatie, Alexandre",Men,Can,Canada,M,Silver,2000,North America,Yes,Water Sports
Beijing,2008,Aquatics,Diving,Synchronized Diving 10M Platform,"Espinosa, Paola",Women,Mex,Mexico,W,Bronze,2000,North America,No,Water Sports
Beijing,2008,Aquatics,Diving,Synchronized Diving 10M Platform,"Klein, Sascha",Men,Ger,Germany,M,Silver,2000,Europe,No,Water Sports
Beijing,2008,Aquatics,Diving,3M Springboard,"Guo, Jingjing",Women,Chn,China,W,Gold,2000,Asia,Yes,Water Sports
Beijing,2008,Aquatics,Diving,10M Platform,"Heymans, Emilie",Women,Can,Canada,W,Silver,2000,North America,Yes,Water Sports
Beijing,2008,Aquatics,Diving,Synchronized Diving 10M Platform,"Cole, Briony",Women,Aus,Australia,W,Silver,2000,Oceania,No,Water Sports
Beijing,2008,Aquatics,Diving,Synchronized Diving 10M Platform,"Galperin, Gleb",Men,Rus,Russia,M,Bronze,2000,Europe,Yes,Water Sports
Beijing,2008,Aquatics,Diving,Synchronized Diving 10M Platform,"Ortiz, Tatiana",Women,Mex,Mexico,W,Bronze,2000,North America,No,Water Sports
Beijing,2008,Aquatics,Diving,3M Springboard,"Pakhalina, Julia",Women,Rus,Russia,W,Silver,2000,Europe,Yes,Water Sports
Beijing,2008,Aquatics,Diving,Synchronized Diving 3M Springboard,"Fischer, Heike",Women,Ger,Germany,W,Bronze,2000,Europe,No,Water Sports
Beijing,2008,Aquatics,Diving,Synchronized Diving 10M Platform,"Chen, Ruolin",Women,Chn,China,W,Gold,2000,Asia,Yes,Water Sports
Beijing,2008,Aquatics,Diving,10M Platform,"Galperin, Gleb",Men,Rus,Russia,M,Bronze,2000,Europe,Yes,Water Sports
Beijing,2008,Aquatics,Diving,Synchronized Diving 3M Springboard,"Pakhalina, Julia",Women,Rus,Russia,W,Silver,2000,Europe,Yes,Water Sports
Beijing,2008,Aquatics,Diving,3M Springboard,"Wu, Minxia",Women,Chn,China,W,Bronze,2000,Asia,Yes,Water Sports
Beijing,2008,Aquatics,Swimming,4X200M Freestyle Relay,"Vendt, Erik",Men,Usa,United States,M,Gold,2000,North America,Yes,Water Sports
Beijing,2008,Aquatics,Swimming,4X100M Freestyle Relay,"Smit, Julia",Women,Usa,United States,W,Silver,2000,North America,Yes,Water Sports
Beijing,2008,Aquatics,Swimming,200M Breaststroke,"Nordenstam, Sara",Women,Nor,Norway,W,Bronze,2000,Europe,No,Water Sports
Beijing,2008,Aquatics,Swimming,100M Backstroke,"Coventry, Kirsty",Women,Zim,Zimbabwe,W,Silver,2000,Africa,Yes,Water Sports
Beijing,2008,Aquatics,Swimming,4X100M Freestyle Relay,"Callus, Ashley",Men,Aus,Australia,M,Bronze,2000,Oceania,Yes,Water Sports
Beijing,2008,Aquatics,Swimming,50M Freestyle,"Steffen, Britta",Women,Ger,Germany,W,Gold,2000,Europe,Yes,Water Sports
Beijing,2008,Aquatics,Swimming,Marathon 10Km,"Payne, Keri-Anne",Women,Gbr,United Kingdom,W,Silver,2000,Europe,No,Water Sports
